controller,error_provider,route_shape,route_min_length_m,route_length_tolerance,noise_lateral_std,noise_heading_std_deg,time,x,y,speed,speed_error,e_y,e_psi,abs_e_y,abs_e_psi,steer,steer_delta,throttle,brake,target_speed,route_index,closest_route_index,route_error,road_option,target_x,target_y,target_yaw,lqr_q_ey,lqr_q_ey_dot,lqr_q_epsi,lqr_q_epsi_dot,lqr_r,lqr_kp_long,lqr_ki_long,lqr_kd_long,lqr_max_steer,lqr_max_steer_rate,pid_lat_kp,pid_lat_ki,pid_lat_kd,pid_long_kp,pid_long_ki,pid_long_kd
pid,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,156.95278888195753,-41.90817642211914,91.79084777832031,7.7262504450214795,0.6070828883118544,-0.3600066523570582,0.03248004581266084,0.3600066523570582,0.03248004581266084,0.005668896250426769,-0.00422253180295229,0.32211485505104065,0.0,8.333333333333334,449,444,5.150611877441406,RoadOption.STRAIGHT,-41.576698303222656,81.65185546875,-1.5736103559607288,4.0,0.8,6.0,0.5,2.5,0.6,0.01,0.06,0.6,0.2,0.72,0.005,0.38,0.22,0.01,0.14
pid,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,157.0027888827026,-41.89618682861328,91.40516662597656,7.71036031600686,0.6229730173264736,-0.3469317897435129,0.03291840212808772,0.3469317897435129,0.03291840212808772,-0.02843274362385273,-0.0341016398742795,0.44999998807907104,0.0,8.333333333333334,450,444,4.765015602111816,RoadOption.STRAIGHT,-41.57951354980469,80.65186309814453,-1.5736103559607288,4.0,0.8,6.0,0.5,2.5,0.6,0.01,0.06,0.6,0.2,0.72,0.005,0.38,0.22,0.01,0.14
pid,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,157.05278888344765,-41.88597869873047,91.01935577392578,7.725920948756055,0.6074123845772785,-0.3356406234199021,0.031651935871700676,0.3356406234199021,0.031651935871700676,0.01099269837141037,0.0394254419952631,0.33530163764953613,0.0,8.333333333333334,450,445,5.377078533172607,RoadOption.STRAIGHT,-41.57951354980469,80.65186309814453,-1.5736103559607288,4.0,0.8,6.0,0.5,2.5,0.6,0.01,0.06,0.6,0.2,0.72,0.005,0.38,0.22,0.01,0.14
pid,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,157.1027888841927,-41.87557601928711,90.63362121582031,7.710169701364054,0.6231636319692795,-0.3241525183004923,0.03091637077862064,0.3241525183004923,0.03091637077862064,-0.017111774533987045,-0.028104472905397415,0.44999998807907104,0.0,8.333333333333334,451,445,4.991425514221191,RoadOption.STRAIGHT,-41.58232879638672,79.65186309814453,-1.5736103559607288,4.0,0.8,6.0,0.5,2.5,0.6,0.01,0.06,0.6,0.2,0.72,0.005,0.38,0.22,0.01,0.14
pid,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,157.15278888493776,-41.865726470947266,90.24771881103516,7.728513762879988,0.6048195704533459,-0.31321585978620403,0.029928870646419803,0.31321585978620403,0.029928870646419803,0.007566465064883232,0.024678239598870277,0.30518072843551636,0.0,8.333333333333334,451,446,5.6037797927856445,RoadOption.STRAIGHT,-41.58232879638672,79.65186309814453,-1.5736103559607288,4.0,0.8,6.0,0.5,2.5,0.6,0.01,0.06,0.6,0.2,0.72,0.005,0.38,0.22,0.01,0.14
pid,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,157.20278888568282,-41.85568618774414,89.86184692382812,7.713308474059466,0.620024859273868,-0.302089763024578,0.029442444273316326,0.302089763024578,0.029442444273316326,0.004007966257631779,-0.0035584988072514534,0.44999998807907104,0.0,8.333333333333334,451,446,5.217929840087891,RoadOption.STRAIGHT,-41.58232879638672,79.65186309814453,-1.5736103559607288,4.0,0.8,6.0,0.5,2.5,0.6,0.01,0.06,0.6,0.2,0.72,0.005,0.38,0.22,0.01,0.14
pid,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,157.25278888642788,-41.84507369995117,89.47587585449219,7.729122849086967,0.6042104842463667,-0.2903911848376471,0.029662554537411623,0.2903911848376471,0.029662554537411623,-0.024669397622346878,-0.028677363879978657,0.3301912546157837,0.0,8.333333333333334,452,446,4.831971645355225,RoadOption.STRAIGHT,-41.585140228271484,78.65187072753906,-1.5736103559607288,4.0,0.8,6.0,0.5,2.5,0.6,0.01,0.06,0.6,0.2,0.72,0.005,0.38,0.22,0.01,0.14
pid,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,157.30278888717294,-41.835899353027344,89.09004974365234,7.711360157502592,0.6219731758307416,-0.28012991828979067,0.02856866111966161,0.28012991828979067,0.02856866111966161,0.0071299634873867035,0.03179936110973358,0.44999998807907104,0.0,8.333333333333334,452,447,5.44464635848999,RoadOption.STRAIGHT,-41.585140228271484,78.65187072753906,-1.5736103559607288,4.0,0.8,6.0,0.5,2.5,0.6,0.01,0.06,0.6,0.2,0.72,0.005,0.38,0.22,0.01,0.14
pid,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,157.352788887918,-41.82661437988281,88.70410919189453,7.7284099586755515,0.6049233746577825,-0.26975893537240725,0.027887291354764976,0.26975893537240725,0.027887291354764976,0.0044078221544623375,-0.002722141332924366,0.31829023361206055,0.0,8.333333333333334,452,447,5.058720111846924,RoadOption.STRAIGHT,-41.585140228271484,78.65187072753906,-1.5736103559607288,4.0,0.8,6.0,0.5,2.5,0.6,0.01,0.06,0.6,0.2,0.72,0.005,0.38,0.22,0.01,0.14
pid,ground_truth,gentle_curve,700.0,0.05,0.1,1.0,157.40278888866305,-41.81667709350586,88.3182601928711,7.712654206813781,0.620679126519553,-0.25873589943708103,0.02803855890468121,0.25873589943708103,0.02803855890468121,-0.023464741185307503,-0.02787256333976984,0.44999998807907104,0.0,8.333333333333334,453,447,4.6728715896606445,RoadOption.STRAIGHT,-41.587955474853516,77.65187072753906,-1.5736103559607288,4.0,0.8,6.0,0.5,2.5,0.6,0.01,0.06,0.6,0.2,0.72,0.005,0.38,0.22,0.01,0.14
